id,product_name,product_price,Rate,Review,Summary,Sentiment
rRe2eLIQ4MQ7d6vFL26Qdg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,highly recommended,firstly thanks to flipkart for fast delivery headphone built design was awesome sound quality also excellent battery backup is too good when headphone delivered its 90 charge and am using since last 2 days now it 70 charge what a battery backup recommended for all superb product,positive
DIYHTgM-YGKWOWLzQ4XVhA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,fabulous!,its the best at this price range if u switch from earphones to this one it will take around 2 days to settle need carefull handling cze the main frame is of plastic its worth buying i m happy,positive
FGePlnlKXHxBrxYMNGtdAw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,mind-blowing purchase,superb product with good quality bass and sound best buy product in this price love boat,positive
5-X03Zc0nN7U5eoe8uFUdw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,really nice,this is good product at this price but there are also some cons pros 1the sound quality is awesome 2 battery backup is good and you have an option to use it as a wired headphone when it discharged 3 the cushion is good and it feel comfortable over ear and head,positive
jFfrM1y-L1icUZXjBpxmeg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,nice product,awesome incredible bass clear sound im using it for 6th day never felt pain in my ear i have rated 4 bcoz it doesnt have the option to fold the speakers the best headset at this price just go for it,positive
53YGfwmbW73JhFiemNeyzQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,great product,my friends love to do workout with my boat head phones one of the best headphones with reasonable price plus battery backup is awesome if you are looking for a genuine headphones at average prices i advice you go for it boat is awesome,positive
BojnLUPz5IzZKyQocGc7uw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,classy product,awesome headphone under 2k boss is very good build quality is very good battery backup is good and,positive
t54zAs7IftAVb9SKcCRotw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,excellent,really great product powerful bass just go for it without thinking best quality in this price rangealso great packaging from flipkart,positive
BZbW0vha5fg4qTfwHMnYjw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,must buy!,worth of money under 1500 and best sound quality extra bass build quality is osm and last is bettery backup work easily 8 10 hours so it is best product of u,positive
EFFIduf9WaUNbDy_O7yQjA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,amazing product under 2k,awesome product in this range pros battery backup amazing looks awesome volume and bassno cons yetadjustment adjust the headphone according to your head size otherwise it will start paining in your outer ears like other headphones,positive
km3g-wDO2KfhfnTvJrLJig,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,super!,itz good i like it cuz off itz battery backup is too good n if your using it to play games like pubg and all then this the best thing to buy,positive
iDYzGVIF1TDWdjHNgNjCVw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,value-for-money,hello people this is the best headphone under 2k best thing is the design and colour i got red one and i think red is the best one my friend have limelight color but red is the best one sound quality is awesome bass is also good calling and bluetooth range is also good battery backup is nice thank you guys,positive
Kur7YGwuw6CqnqEypNrOvQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,pretty good,its pretty good really good for music and i played csgo and apex legend with it mehh its not bad at all csgo its a bit confusing but apex its pretty easy to understand where the shots are coming from gg flip kart,positive
Y-PnvV-q4HYLIy19ubVmXQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,3,decent product,after using a week or more i am giving this reviewover all in this price segment a must buy wirelss headphone by boatso let me give you some details about itbattery backup is best almost more than a day as a daily usage music gaming movieand all and the charging is also goodit shows on your smartphone the percentagered light means offblue lights means onthe bass is good but not bestcalling is also goodsound quality is also good only one problem in full volume both your phone an,positive
0udEgNqy5rLR5pZ4kD19Og,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,good quality product,nice product with good sound qualitynice product at 1800bass is not so good as expected but the overall volume balance is quite good and gets you the minute details,positive
LGAmOIbwXPgC5z87vI5fcw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,super!,i give 5 starssound and base are well balanced to both sidesdo buy boat aux cable as provided aux with headphones are not good and it decreases the sound badlygo for it,negative
CpRO_EC8sbn93UE8Jx7zDw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,best in the market!,its really a good headset not just in mobile phones also in laptops and tabs im using it for 7 days back to back still battery isnt dead i suggest everyone to buy this i know its a little bit expensive but its totally worth it thank you flipkart,positive
uKSX1n1RoAzGq4bV8GPHVg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,super!,i awaited 2 months to buy this product as we all do i did lots of research in this headphone and went twice in every positive and negative comments my point is its really good this budget but really amazed thanks one more thing i would like to let u know is this the usb cable provided by co is not so good but overall u can buy it,positive
2bdKR3l4o-S1CscLqqnvVw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,classy product,writing this review after using it more then 4 months these headphones is really great i use this for my gym daily and day to day music the best this about this is its battery backup and sound i charge this once a week my daily usage is for 2 to 2 and a half hours my friends and people really loved this headphone some said they even have used higher range headphones of 7k brands like soni those even dont have this much bass and great sound it was best decision to purchase this hea,positive
Lnohr9bpCbHNsomazXDg-w,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,delightful,after three days of usage sound quality is crystal clear decent bass and good surround soundbut most importantly this headset doesnt work well with bluetooth 50if connected with bluetooth 50 sound cracks with poweramp and play music works well with gaana and pubgno crack effect with aux cable connectedbut again with aux connected mic performance is terribleat this price this product is goodbut i would suggest to go for jbl bluetooth headset which supports bluetooth 50,positive
d3MxUXS1b6U2P_gGuCO1-A,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,classy product,sanjeev very good sound qualityclarity is very fine also bass is too good battery backup is average built is little big could have been slim and compact overall very good for music lover go for it its worth buying,positive
MFlkmsxlDloSiEd8SLjnAQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,best in this range,i have received the red color boat rockerz 510 i must say this has worth the price sound clarity and quality you can feel the bass with minimal sound distortions at high volumes battery backup is excellent mic quality is good but it ends up capturing background noises like that of fan or traffic horns etc which maybe a little irritating for the listener on the other side comfort wise i wouldnt say this is very good ears start paining after an hour or so also cannot adjust or move th,positive
7LGjM8HKJTwqfYU3C7N_0w,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,perfect product!,it has a very good battery backupits design is like it shows that it is made up of plastic or too over stylishbut although everything is awesome,positive
0ylC0tsPUY3yaoXRaCDL3Q,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,must buy!,every thing is fine and look wise awesome but if u using for long time your ear may pain other wise awesome go for it no doubt,positive
JJDaF4yFPLgQ3u678qyL2w,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,just wow!,very very very superb product for this price ilove this bace is good treble is good sound quality is very very good,positive
cWnISQaO33CwpQRPcq6nIg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,wonderful,have been using this since 3 months and very happy with the sound quality and product quality delivery was on time and got it at a good deal overall happy with the product,positive
DpVZRn15Trc4oBU6MIxr3g,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,mind-blowing purchase,buy it and plug into nirvana the only disadvantage is that it cannot be rotated but it looks cool and bit fancy in public good for playing pubg and all i will give 10 on 10 at quality and battery backup 810 on sound 9 10 on design and 610 on portability,positive
lvpXyfTDF5WZnjzc36r5Wg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,excellent,very nice gadget like the shape ncstyle and sound connectivity have no issues and music sounds great overall a good product to carry battery is fine too,positive
tfVKzEDu8XYyP8KO1dsNvQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,delightful,great headphones compared to the other available at this price best thing is that you can use them with both bluetooth or aux cable too but my aux stopped working after 3 months of useits just the size of headphones are too big atleast for me but depends from person to persononly one complaint it does not show the battery status properly in the mobile just show 90 of battery left even just before battery dies overall a good purchase,positive
BIYvJTxDQQdwMEBh4Ltw4A,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,simply awesome,awesome sound quality extra bass makes super awesome lovely finsh touch really loving it but just little hard the ear couson are,positive
XbVqzUHS3c9FhG4lI13c3Q,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,really nice,product is good along with its battery life if you are searching for a good product then maybe this is the one i am not saying it has very good bass it has a very normal bass design is awesome its a good product go for it,positive
pwpl-rxwNRQdgqFz_-qMPg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,3,good,had to set the volume to high with phone for best soundvery big for small headsound is clear and goodthats why i love boat,positive
m5i2s4k994c8QumJPRNjGw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,brilliant,best headset within 2000 i gifted this to my friend he loved itbut only one problem he had to change his headphone before receiving calls as the voice is not clear but his voice is clear and loud in games,positive
mWG80MfKn-uRv-RCA_UJDQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,simply awesome,excellent battery backup it is good thing in this prize good looking cool,positive
A7A97vyr5t7e8zrkGCKndw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,3,just okay,yes i find out this product have so many potential this product sound is really fun bass full and very entertaining design is really good according to me and sound quality is very good but if we you on full volume the the base of this headphone bass is really huye headphone is not very comfortable after one hour or one and half hour you will find very uncomfortable,negative
qb4PzVr19bXXLBf71dd5kQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,3,does the job,sound quality is good but not awesomemic sound is not appropriate or u can say mic sound is very less when used for calls and gaming activities battery sustainability is very impressive i must give one extra star for itoverall the product is good but it needs some improvements in various areas,positive
ncuj9qx4WjprfJfYJGdmtQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,terrific,these headset is seriously a mind blowing deal amazing sound quality and all the features are superb and i must say its battery backup is superb great work by boat,positive
AryNioF9fxl8RYGiIE7fSA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,very good at this price and battery bakcup awsm,in this headphone battry backup is soo good and sound quality is very awesome i am really happy with this product,positive
SDwYQ6eSu1htn8vHWv128g,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,great product,this is a very good quality earphones sound is awesome and bass uff not to say more very few types of headsets are made i loved it very much,positive
Oc-F6O91vOe3T8iOsCBB8Q,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,good,awesome build qualitysound is up to markbest buy according to price those looking for a durable companion should buy it without any doubt its very good but not the best,positive
tZXPhvufHhfejGrRp554Lg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,brilliant,after using this for 1 week and battery still not down must say product is good build quality should have been better than good sound quality is good in case of music and call respectively bass is also good one shortcoming though is as it bulid of plastic material when listening to music on full volume others can hear it i think its because of the powerful drivers to sum it up overall good product and one should go for it,positive
Rga1ZkAyy-mFQmICQ2akVw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,worth every penny,best product i prefer everyone to buy this if you are interested in headphone and this is the best among all products with best price,positive
CEswyP-9SsXRNLR9fFGKKw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,fabulous!,superb headset it feels tight on first two days of its usage later you feel very comfortable with it superb sound quality go for it,positive
mVqw4ktkXhmpbTichSzuIg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,brilliant,this is an awesome product from boat and with the offer price its a real steal a bit dissapointed with the charging cable quality but any common microusb charging cable will work fine with it good battery life and fast charging mic is fine if not the best i am so satisfied with this product that after using for almost a month i have bought another one for my wife,positive
-4A5xmN21zi_TXnUESauUQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,awesome,superb build quality simply amazing sound quality rich bass what else you want in just 2000 buckshighlight and best part of this headphone is that you can use it via aux cable when running out of power and the quality of sound is equally same as wireless so dont search anything else just go for it,positive
CQDxI8giIc6Kg9hQFLC6Uw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,amazing product in a very reasonable price,this is an excellent product for music lovers the quality of sound and bass is amazing the deal that i got from flipkart was also brilliant and delivery timelines are pretty smooth additional 6th star for the design of this amazing headphone talking about the battery back up its very decent if you have a use of around 3 hours a day then the bettery can last for 56 days compatibility and comfort though the cushons are good and fit well on your ears but this might trouble you if,positive
Tgk_OouuTX4UreQcHbem4A,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,good quality product,see bought this after reviewing so many youtubers video and products really amazing just facing problem during calls voice break not had good experience during calls but at music and videos playback well connected with perfect sound quality within 1015 feet i am using with my redmi note 3 and hp folio 9470m i5 3427u call quality extremely bad music and video smoothly going well,positive
ZeHShnkhjkBvGi5BbYTJOw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,wonderful,damn cool and sexy product sound quality is good pretty good body don t use it while boxing or any sort of exercisebcoz it isn t sweat proof if you just wanna relax listening to music then go for it,positive
3n9mSKySEv3G03YjcU-YOQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,good choice,amazing battery life good sound quality only thing that is not good is sound comes out and clearly audible when volume is high or little more than average,positive
VVeogjZya58oiTxK7qUjAQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,super!,the best headphones i ever bought trust me i have bought many the sound quality is perfect with the exact bassits completely adjustable which makes it a must a buy product battery is long lasting when connected to phone via bluetooth displays the charge left in the headphones which makes it easy to know the charge available before going somewhere rather than ascertaining it is scratch proof also i mean minor natural scratches dont try blades or any other sharp objects to test it,positive
2qbajPD8M7PJlWWaHSRR5Q,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,classy product,best headphones at this range strongly recommend good sound quality in love with this product,positive
V2ZVpEceFXxeyurZudgUyQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,pretty good,value for money good for regular use as it is not soo costly but if you a true music lover then we have better products but this is good for daily use sound good bass not soo good,positive
QdbZyl-LWFS54u93Vjd5SA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,brilliant,it is worth every single penny i bougth it on advise pf my friend it didnt dispoint me at allexcellent sound quality nice comfort and a great designsuperb,positive
0dIChGWBs9ueUXl0hhkw2w,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,super!,this product is very very bassful and awesome audio effect and it feels like we are in a sunburn festival or at goa beach trance music all the way i really attach it and in the flight alsoi really really love it and also want to give my support and whole life rating as highreacher,positive
1zDCfNgtfyh-Uw8j3JxhHA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,highly recommended,sound quality is good bass is recognizable but the design could have been better its bullky to carry around but comfort wise it can be worn for 34 hours continuously the battery backup is the most amazing it lasts long that u forgot when did u last charged it the aux cable helps you to be flexible regarding the connectivity to the devices without bluetooth overall its worth for its price i bought this for rs1500 three months back,positive
4WcxnNv_lzCIG2eb8O5Mlg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,just wow!,boat speakers and headphones are usually best this one is at par bass is good along with sound quality build quality is nice and durable battery back up is good with fast charging lasts for almost 1012 hours worth every penny one must go if not brand freak,positive
xfk9eY8gmwn8qsbyd-W6lQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,terrific purchase,its sound plus its bass are quiet good and to add more to that it design is superb a very nice mid range headphones by boat,positive
7SO_rX1F6rQEl-5s3wZxgQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,pretty good,its beast in this price range i bought it for 1799 price always varies headphone is good to hear music playing gamesit is only handy when we using less hours after an hour usage ears are bit hurtingit would be great if we get same variant in over ear modeloverall satisfied with product,positive
aRkYtXfmEKYG-eTDf_qUsw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,just wow!,very good sound quality and very good bass quality is very good thank you for flipkart rs 1900 battery backup very good,positive
Cz0McL5lUaihqOIw0_Yo7w,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,highly recommended,nice headset under this price great sound quality and noice cancellation works pretty well good calling experience you can control your calls and music directly from the buttons provided on the headset must buy,positive
Xq9tkiHhyN_aBFswFeGLvA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,3,decent product,so first thing first you cannot return this product only replacement is possible2nd thing is that the person who is sitting near you can easily listen what your are listening so it is like speaker everyone around you can enjoy same music3rd little bit uncomfortable you will feel weight over your ears after some timebut sound and bass quality is good that is why 3 star and i am still in confusion that how this product got 4 and above ratingif you love your privacy shouldnt go for it,positive
OllL0G9Kh_k1lx-2vrFDXQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,very good,its looks too cool also fabulous but bass is too much i love it thanks for this,positive
4nco5mjBAix4kp_7mZuc2w,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,very good,great headphones if you are a bass lover than blindly go for itears starts paining after some time but this normal every headphones have this problem not a great issue if this headphones had fold option than there would be no other headphones better than this in 5000 segment guarantee,positive
CEWLmBrkM_a214RaGqUbRw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,great product,just go for it very good sound and bass not sure about build quality used only for 10 days but as of now looks very strong good bluetooth connectivity and good mic bit tight and ears start paining after 1 hour of usage and becomes difficult after 2 3 hours bought for 1699 on flipkart sale,positive
luCSjoNQ9q_0QIjKKOy2pQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,worth every penny,amazing product sound quality is next level and the best part is the bass one thing i didnt like is the cushion it hurts a bit but the whole product is worth the orice,positive
wH9WtaTlrRawH_IpK90RPg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,must buy!,so nice clear sound and fabulous bass love its this product thnqq,positive
FUI-hWH_bpis7AKZTWenUQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,pretty good,sound and bass quality are quite good but design of overhead is not familiar sometimes causing headaches and body heating around ears i think it useful in travel in chair car position not suitable for sleeper position use without having nice cushion or well stuffed pillow i will rate this 45 for value for money with bluetooth and plug in type model and aesthetic looks,positive
UxvOXcoCRFRAVhRB0D9imw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,worth the money,decent head phone with decent sound bass is real good but sharpness is not that clear however for the price its real good design is awesome and looks very stylish,positive
qb1o61d_qrwEpxAm16dZCA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,terrific,awesome product with superb features and it works better than as i expected especially the battery backup its just excellent fir for battery and bass i would definitely give it 1110if you are thinking about the headphones then you will definitely miss it go blindly,positive
9gdQm_wucTIr57ffeT7aYA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,must buy!,superb product amazing and clear sound and bass is cool vibrate in ur eardesign is good quality this headphone dnt hurt ur ear comfortable cushion,positive
x737irkRUs8ABGRc2ILLAA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,wonderful,very nice and super sound quality by boat at a rate of 1500 purchased during diwali sale very friendly and nice headphones,positive
h7hr0v3E1ulU2sXNItD5UQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,highly recommended,awesome product best headphones under 2000 dont see just buy because it is beat for travelling best for gaming like pubgrosetc,positive
uVMKdpleBePeFKjixU6AMQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,pretty good,good one connect using bluetooth to enjoy better sound qualityvia aux cable you hear music like lifeless it never let air inside or outside your ears sometimes you feel like cookingsweating inside,positive
d_PxwGvQz9dQ3kHrLK-zAA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,wonderful,great sound easy connectivity the pricing is also very competitive do not compare it with other foreign brands like jbl and sennheiser boat rockers lives to its expectations,positive
VZG8spL8Tqffg9KYbBrDvg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,awesome,awsm product best in sound quality best battery backup love u flipcart for this beautiful product,positive
4l3eeM1sOACwdJAz4UyIPQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,wonderful,sound quality great 5 star bass awesome 5 star battery backup amazing 5 stari bought in rs1799all is good but after 30min pain in the earoverall 4 star,positive
UdXn5e3o_biQoUNv0L-RYQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,excellent,just go for it its best in this price range believe me sound quality is just great and everything is excellent only cons is its build quality its not as good but manageable,positive
ncuj9qx4WjprfJfYJGdmtQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,pretty good,anybody who has owned sony jbl or sennheiser headphones earlier will be slightly disappointed the sound is considerably good but the bass sound clarity are different for different songs though ripped at exactly the same kbps 320 in my case the sound of instruments and vocals get mushy and mixed up the bluetooth in these headphones has a limited range its only constantly connected if you put yr phone on a holder when riding a bicycle or wrap it around your arm when jogging otherwise t,positive
E6HzAdx2vyZVyuNoa4-Xaw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,wonderful,good sound good quality good option in this price range totally value for money comfort level awesome,positive
Zx8_4zKdDBSO3qGrkukBIA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,fabulous!,first of all the look of this headset is just amazing a fully robotic look by saying in one word according to its look its colour combination of black and red its sound quality and also about the battery backup it is just a blast second thing that the combination of red and black colour of this headset is super and in third number the sound quality of this headphone is very powerfull and the baas quality of this headphone is just a big blast that means it gives you a very high quality,positive
Uov4o_7gRqQKQyjVhWOpVA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,brilliant,great headphones they r the best but not good long term use battery backup is exceptional loved it,positive
B54ozdLlH5ozkwnweskhYg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,just wow!,awesome sound level and great quality god level bass i m very happy great delivery by ekart definitely go for it its 100 value for money,positive
MLcXtnpzygZvQ9BtseLLlw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,highly recommended,good build with an eye catching coloureasy to pair up and has a good rangeand as far as the sound quality is concerned it is one of the best headphones in the market5 stars for boat,positive
zMa6YoEekpABg1HZnnTZdg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,must buy!,owssome very clear sound good battery backup nice basssss good choice for base lovers,positive
3UMcsN9IjoeV8JZvC4apag,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,awesome,pretty good product good when you buy it during sales 1500 is good deal,positive
#NAME?,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,classy product,awesome product good quality and perfect sound loved it,positive
8t80-omyflkywRfu9LPh6g,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,fabulous!,pros awwwful bass best battery backup best in design cons use of more than a hour ears pain and its not comfortable while running or doing gym,positive
WYj43z0qmlKklhcvV75mwQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,value-for-money,pros 1 i wont talk abt bass cz its amazing really thumping bass 2 backup is good lasts nearly 12hrs for me 3 design and build quality okay but not great it should be better 4 headset will turn off automatically after 10m after disconnecting from bluetooth only 5 additional plus point is wired jack useful when battery dies cons 1 biggest con is cushions are not comfortable at all to me and ears get lot of paining after 10m of listen for me i dont hw other feels,neutral
St3jS0PnF1lulH1ggA4Jgw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,brilliant,great battery life good product good sound quality and of course great bass,positive
EFJAVVBQQqftuqY5Wb3WtQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,3,just okay,sound is good but bass is not enoughi would rather recommend go for 400 versionit has good deep bass soundbattery backup is excellent,positive
zonV2F6YNVn2_sI5dK82eg,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,just wow!,awesome bass and clear soundthe best headphones in this price range only con is it is not foldablebuild quality is also good,positive
YgqexscIgNoMBAO__J97zA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,terrific,nice product long battery backup stylish excellent bass sound is no tearing at higher volume if you want to purchase go for it,positive
qPfX87VuYeBMgM2B0Zr1hQ,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,delightful,in past i bought severel headphones but no one is good in terms of sounds as compared to this headphones deeply pure bass good battery back up everything is perfectly good almost bang for buck,positive
y2JQM4ptGJmAhPhafclUsw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,mind-blowing purchase,very good product from boat sound is very good and bass is awesomei am satisfied with the product design build quality and sound as well,positive
wepFVY82q_tuDzG6lQjHWw,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,4,pretty good,this product so good and and so cool sound just awesome and battery pickup so good,positive
AqbgC7Gul5Es1rRzGNLDFA,"boAt Rockerz 510 Super Extra Bass Bluetooth Headset??????(Molten Orange, On the Ear)",1199,5,great sound experience,beautiful experience both on listening pleasure as well as musical precision great feel on your ears,positive
